rubriques,years,departments,occurrences
2515,1999,06,1
2930,1999,06,1
2515,2018,06,1
2510,1993,06,1
1311,2003,06,2
2510,1981,06,2
2515,2004,06,1
2516,2004,06,1
2517,2004,06,1
2930,2004,06,1
89BIS,1970,06,1
2935,1814,06,3
2518,2013,06,1
2716,2013,06,1
1520,2012,06,1
2510,2002,06,1
2515,2007,06,1
2518,2012,06,1
2521,2012,06,1
2565,1993,06,1
1220,2003,06,1
2920,2003,06,1
1432,2012,06,1
2220,2012,06,1
2221,2012,06,1
2340,2004,06,1
1171,2004,06,1
1172,2004,06,1
1173,2004,06,1
1433,2004,06,2
1450,2016,06,1
4130,2016,06,1
4140,2016,06,1
4331,2016,06,1
4510,2016,06,1
2510,2007,06,1
1185,2006,06,1
2910,1981,06,1
2920,1981,06,1
2921,1981,06,1
2935,1981,06,1
112,1980,06,1
1412,2006,06,1
1435,1814,06,2
253,1980,06,1
261,1980,06,1
2920,2010,06,3
2935,2006,06,2
331BIS,1980,06,1
361,1980,06,1
167,2004,06,1
2714,2010,06,2
1435,2014,06,1
2712,2004,06,1
2925,1998,06,1
2925,2014,06,1
81,1992,06,1
81QUA,1992,06,1
81TER,1992,06,1
1180,1999,06,2
2221,1995,06,1
2221,1814,06,1
2410,2005,06,1
2415,2005,06,1
2910,2014,06,1
2921,2014,06,1
1710,1999,06,3
1711,1999,06,2
273BIS,1999,06,1
2910,1999,06,1
2340,2008,06,1
2510,1814,06,1
286,2005,06,1
329,2005,06,1
98BIS,2005,06,1
1434,1997,84,1
1520,1997,84,1
2515,1997,84,2
2521,1997,84,1
2910,1997,84,2
2915,1997,84,1
2920,1997,84,1
1311,1971,06,1
2240,2016,06,1
1530,2020,06,1
2450,2020,06,1
2910,2020,06,1
2925,2020,06,1
2340,2005,06,1
2221,2008,06,1
2712,1814,06,1
2710,2007,06,4
2714,2007,06,1
2716,2007,06,1
268BIS,1995,06,1
2713,1995,06,1
2714,1995,06,1
2716,1995,06,1
2791,1995,06,1
2794,1995,06,1
68,1995,06,1
98BIS,1995,06,1
1411,1999,06,1
1413,2009,06,1
2920,1998,06,1
1432,1987,06,1
1434,1987,06,1
1434,1814,06,1
211BIS,1973,06,1
153BIS,1992,06,1
238BIS,1992,06,1
2681,1992,06,1
58,1992,06,1
2260,2010,06,1
2716,2010,06,1
1432,2008,13,8
1435,2008,13,1
1510,2008,13,1
1511,2008,13,1
1532,2008,13,1
2255,2008,13,1
2663,2008,13,1
2925,2008,13,1
2260,2002,06,1
2710,2002,06,1
2760,1991,06,1
2518,2016,06,1
2930,2017,06,1
2930,2016,06,2
2713,2019,06,1
66,1981,06,1
1611,2003,13,1
1630,2003,13,1
2220,2003,13,1
2510,2013,13,1
2720,2013,13,1
2760,2013,13,1
1111,1998,13,1
1131,1998,13,1
1138,1998,13,1
1185,1998,13,2
1220,1998,13,2
1416,1998,13,1
1418,1998,13,2
1620,1998,13,1
4110,1998,13,1
4120,1998,13,1
4130,1998,13,2
4310,1998,13,1
4440,1998,13,1
4442,1998,13,1
4620,1998,13,1
4713,1998,13,1
4718,1998,13,1
4728,1998,13,1
4729,1998,13,1
4736,1998,13,1
4737,1998,13,1
1520,1991,13,1
1521,1991,13,1
2662,1991,13,1
2910,1991,13,1
2915,1991,13,1
217,1968,13,1
253,1968,13,1
255,1968,13,1
66,1968,13,1
1520,1997,13,1
1530,1997,13,2
2662,1997,13,2
286,1997,13,2
322,1997,13,1
329,1997,13,2
98BIS,1997,13,1
1111,1997,13,2
1131,1997,13,3
1136,1997,13,1
1138,1997,13,2
1141,1997,13,1
1150,1997,13,1
1156,1997,13,1
1172,1997,13,3
1200,1997,13,1
1220,1997,13,3
1411,1997,13,1
1416,1997,13,1
1432,1997,13,3
1433,1997,13,2
1611,1997,13,2
1630,1997,13,2
1715,1997,13,1
1720,1997,13,3
2565,1997,13,2
2910,1997,13,1
2920,1997,13,3
2921,2007,13,3
2925,1997,13,3
253,1979,13,1
3,1979,13,1
2711,1999,13,1
2712,1999,13,1
2713,1999,13,1
2714,1999,13,1
2718,1999,13,1
2791,1999,13,1
3532,1999,13,1
2710,2001,13,1
1111,1999,13,3
1136,1999,13,2
1220,1999,13,2
1630,1999,13,1
2410,1999,13,1
2561,1999,13,1
2567,1999,13,1
2661,1999,13,2
2915,1999,13,1
2940,1999,13,1
2710,2019,13,2
2251,2012,13,1
1220,2012,13,1
2711,2012,13,1
2712,2012,13,2
2713,2012,13,2
2714,2012,13,2
2718,2012,13,2
2791,2012,13,2
1414,1996,13,2
1720,1814,13,5
2260,1814,13,5
2510,1996,13,2
2515,1996,13,3
2240,1999,13,1
1435,2014,13,1
2799,2009,13,2
2250,1814,13,1
2760,2018,13,1
2930,2012,13,1
2718,1983,13,1
3550,1983,13,1
2521,1999,13,1
2340,1981,13,1
1172,2006,13,1
2340,2006,13,1
2910,2006,13,5
1510,1999,13,3
1220,2008,13,2
2221,2008,13,1
2552,1814,13,1
285,1814,13,1
1139,1998,13,1
1180,1998,13,1
1412,1998,13,1
1611,1998,13,1
1630,1998,13,1
2260,1998,13,2
2410,1998,13,1
2430,1998,13,1
245,1998,13,1
2520,1998,13,1
2560,2004,13,1
2925,1998,13,1
1434,2008,13,5
2171,2008,13,1
2260,2008,13,1
2517,2008,13,4
2910,2014,13,2
322,2008,13,2
1530,2006,13,5
2160,2006,13,1
2564,2006,13,1
1611,2000,13,1
2170,2000,13,1
2171,2000,13,1
2355,2000,13,1
2160,2004,13,1
1313,1994,13,1
1200,1990,13,1
1310,1990,13,1
1311,1990,13,1
1313,1990,13,1
1412,1990,13,1
1432,1990,13,2
1434,1990,13,2
1450,1990,13,1
1530,1990,13,1
2920,1990,13,1
2925,1990,13,1
2930,1990,13,1
1412,1997,13,1
1418,1997,13,1
2160,1997,13,1
2445,1997,13,1
2450,1997,13,1
2560,2001,13,2
2567,2001,13,1
2170,1999,13,1
2171,1999,13,1
2780,2010,13,1
322,1999,13,1
1175,2002,13,1
1185,2002,13,3
1412,2002,13,2
2450,2002,13,1
2630,2002,13,1
2662,2002,13,2
1180,1994,13,1
2718,2016,13,2
2792,2016,13,2
2925,1994,13,1
2940,1994,13,1
2713,1997,13,1
2718,1997,13,1
120,1996,13,1
1212,1996,13,2
1411,1996,13,1
1416,1996,13,1
1433,1996,13,3
1720,1996,13,2
2660,1996,13,1
2661,1996,13,1
2662,1996,13,2
361,1996,13,1
1411,1996,84,1
1510,1996,84,1
1510,2019,84,3
1511,2019,84,1
4320,2019,84,1
4802,2019,84,1
1432,1992,13,2
1434,1992,13,2
261BIS,1992,13,2
1131,2013,13,1
1433,2012,13,1
1173,1814,13,2
1185,1814,13,4
1330,1814,13,1
1131,1996,13,1
1136,1983,13,1
1138,1999,13,1
1141,1996,13,1
1185,1999,13,2
1630,1983,13,1
2791,2011,13,1
286,2009,13,2
2750,1999,13,1
1130,1997,13,1
1180,1997,13,1
1415,1997,13,1
2915,1997,13,1
81,1975,13,1
2566,2005,13,1
1416,1999,13,2
1510,1998,13,1
1180,2000,13,2
120,1994,13,1
1520,1994,13,1
1435,1992,13,1
167,1992,13,4
2795,1992,13,1
68,1992,13,1
2799,2005,13,1
1131,2008,13,2
1190,1999,13,1
1410,2008,13,1
1411,2008,13,2
1412,2008,13,2
1414,2008,13,1
1431,2008,13,1
1433,2008,13,1
1611,2008,13,2
1715,1999,13,1
1810,2008,13,1
2660,1814,13,3
2662,2008,13,2
2915,2008,13,1
1180,2001,13,1
1185,2001,13,1
1212,2004,13,1
1410,2001,13,1
1415,2001,13,1
1715,2004,13,1
1810,1814,13,1
1432,1996,13,2
2260,1996,13,1
2799,2006,13,2
253,1994,13,1
361,1994,13,1
1180,1974,13,1
2515,1974,13,1
2520,1974,13,1
1432,1993,13,3
1433,1993,13,1
1434,1969,13,1
2910,1993,13,1
1130,2004,13,1
1141,2004,13,1
1150,2004,13,1
1173,2004,13,1
1175,2004,13,1
1185,1993,13,1
1414,2004,13,1
1520,2004,13,2
1721,1993,13,1
3120,1965,13,1
1520,1992,13,1
1630,1992,13,1
1520,2010,13,2
1715,2010,13,1
2515,2010,13,3
2517,2010,13,2
2520,2010,13,1
2915,2010,13,1
1172,2015,13,1
2160,2015,13,1
1180,2008,13,2
1455,2008,13,1
1520,2008,13,1
167,2008,13,2
195,2008,13,1
2516,2008,13,1
2541,2008,13,1
2542,2008,13,1
2545,2008,13,1
2560,2008,13,1
2564,2008,13,1
2565,2008,13,1
2575,2008,13,1
2718,2014,13,1
2760,2014,13,1
286,2008,13,1
3120,1935,13,1
1172,2005,13,2
1173,2005,13,1
1185,2005,13,1
1520,2005,13,1
1611,2005,13,1
1630,2005,13,1
2175,2005,13,1
1432,1926,13,1
2630,1926,13,1
1180,1984,13,1
1220,1995,13,1
1416,1988,13,1
1432,1984,13,1
2915,1984,13,1
2920,1995,13,2
2925,1984,13,1
2714,2019,41,2
1000,1982,13,1
1412,1978,13,1
1412,1972,13,1
1414,1972,13,1
2564,2003,13,1
2920,1976,13,1
322,2001,13,1
2760,2008,13,1
1180,1986,13,1
2510,2009,13,1
2930,2009,13,1
2522,2000,13,1
1432,2013,13,1
1435,2013,13,1
2517,2013,13,2
2510,1990,13,2
2515,1990,13,1
2510,2005,13,1
2516,2005,13,1
2522,2005,13,1
1432,2014,13,1
2510,2014,13,1
2515,2014,13,1
2517,2014,13,1
1510,1995,13,1
2510,1989,13,1
2524,1989,13,1
2524,2001,13,1
2710,2000,13,1
2711,2000,13,1
2713,2000,13,1
2714,2000,13,1
2715,2000,13,1
2716,2000,13,1
2718,2000,13,1
1720,2000,13,1
2260,2000,13,1
2661,2002,13,2
2663,2002,13,2
2661,1814,13,3
2260,1988,13,1
2935,1814,13,1
1180,2007,13,1
2260,2007,13,2
1520,2001,13,1
2515,2001,13,1
2521,2001,13,1
2915,2001,13,1
167,2002,13,1
2940,1997,13,1
1155,1994,13,1
1510,1991,13,1
253,1987,13,1
261BIS,1987,13,1
3,1991,13,1
89,1987,13,1
2662,2015,13,2
1414,2003,13,1
2566,2003,13,1
1432,1976,13,1
33BIS,1976,13,2
167,1986,13,1
2760,2009,13,2
1630,1933,13,1
2910,1950,13,1
1180,2003,13,1
1185,2003,13,1
2921,2003,13,1
2921,2002,13,1
2522,1814,13,1
2260,1991,13,2
2170,2003,13,1
2171,2002,13,1
2780,2002,13,1
322,2002,13,1
2661,2004,13,1
2410,2001,13,1
2517,2004,13,1
2915,2015,13,2
2915,2016,13,1
4801,2015,13,2
1510,2006,13,2
1532,2006,13,1
1450,2016,13,1
1630,2016,13,1
4421,2016,13,1
4440,2016,13,1
4441,2016,13,1
4725,2016,13,1
2517,2002,13,1
2510,2007,13,1
2515,2007,13,1
2517,2007,13,1
183TER,1992,13,1
3,1814,13,1
338,1814,13,1
339,1814,13,1
340,1814,13,1
341,1814,13,1
286,1994,13,1
2710,2015,13,2
2713,2015,13,1
2714,2015,13,1
2716,2015,13,2
2791,2015,13,2
1530,2007,13,2
2340,1814,13,1
1173,2014,13,1
1200,2014,13,1
1331,2014,13,1
1520,2014,13,1
1525,2014,13,1
1532,2014,13,1
1611,2014,13,1
1630,2014,13,1
2171,2014,13,1
2230,2005,13,1
2255,2014,13,1
2663,2014,13,1
2714,2014,13,1
1173,2006,13,2
1412,2006,13,2
1414,2006,13,1
1433,2006,13,1
2170,1814,13,3
2510,1814,13,1
2760,1814,13,1
1185,2014,13,1
2640,2008,13,1
2661,2008,13,1
1155,1814,13,1
1172,2012,13,1
1411,2012,13,1
1450,2012,13,1
2716,2012,13,1
2771,2012,13,1
2780,2012,13,1
2781,2012,13,1
2782,2012,13,1
1173,2007,13,1
1520,2007,13,1
2565,2006,13,1
2940,2006,13,1
2560,2011,13,1
1180,1995,13,1
2221,1995,13,1
1520,2006,13,1
2521,2006,13,1
2915,2006,13,1
253,1989,13,1
81,1976,13,1
211,1974,13,2
2921,2010,13,1
1532,2019,13,1
2712,2019,13,1
2715,2019,13,1
2718,2019,13,1
2719,2019,13,1
2780,2019,13,1
2791,2019,13,2
3532,2019,13,1
95,1814,13,1
2712,2007,13,1
286,2007,13,3
2716,1998,13,1
322,1998,13,1
322,2009,13,1
329,2009,13,1
98BIS,2009,13,1
1171,2009,13,1
1611,2009,13,1
2522,2008,13,1
2715,1814,13,1
2521,2017,13,1
2251,2010,84,1
1311,1814,13,1
2521,2010,13,1
2714,2016,13,1
2716,2016,13,1
2791,2016,13,1
2710,2006,13,1
2171,1814,13,2
2780,1814,13,1
2710,1998,13,2
2710,1999,13,1
2160,2010,13,1
2220,2010,13,2
2663,2010,13,1
1131,2010,13,1
1172,2010,13,1
1173,2010,13,1
1412,2010,13,1
1510,2010,13,1
1532,2010,13,1
1630,2010,13,1
2221,2010,13,1
2340,2010,13,1
2170,2006,13,1
2171,2006,13,1
2790,2013,13,1
3510,2013,13,1
2791,1814,13,1
1532,2012,13,1
2251,2014,83,1
1520,2013,13,1
2516,2013,13,1
1521,2015,13,1
2518,2015,13,1
2640,2015,13,1
2910,2015,13,1
4734,2015,13,1
2515,2017,13,1
2710,2016,13,2
2712,2016,13,1
2713,2016,13,1
2251,2017,13,1
4802,2020,13,1
2515,2019,13,1
2713,2019,13,1
2713,2018,13,1
2251,2004,83,3
2251,1999,83,1
1111,1999,83,1
1131,1999,83,1
1172,1999,83,1
1200,1999,83,1
1434,1999,83,1
1611,1999,83,1
1630,1999,83,1
2920,1999,83,3
2925,1999,83,1
1412,2003,83,2
1510,2003,83,2
2925,2003,83,2
167,1997,83,1
1432,1979,83,1
1434,1979,83,1
2170,1979,83,1
2171,1979,83,1
2260,1979,83,1
2780,1987,83,1
2910,1979,83,1
2921,1996,83,2
2921,1979,83,1
1510,1998,83,1
1520,1814,83,1
2925,1998,83,1
1432,1997,83,1
1520,1997,83,1
2515,1997,83,1
2521,1997,83,1
2910,1997,83,1
2915,1997,83,1
1131,2012,83,1
1200,2012,83,1
1310,2000,83,1
1311,2000,83,1
1330,2000,83,1
1432,2000,83,1
1433,2000,83,1
1450,2000,83,1
167,2000,83,1
2415,1989,83,1
269,1989,83,1
89BIS,1989,83,1
89TER,1814,83,1
2920,2004,83,2
1180,1999,83,1
1418,1999,83,1
2561,1999,83,1
2564,1999,83,1
2940,1999,83,1
1434,1984,83,1
2250,1984,83,1
2255,1984,83,1
4130,2016,83,1
4755,2016,83,1
1111,2014,83,1
2565,2008,83,1
2940,1989,83,1
2760,2016,83,1
2712,1999,83,1
1432,2011,83,2
1138,1982,83,1
120,1994,83,1
1520,1994,83,1
153BIS,1994,83,2
2521,1994,83,1
253,1994,83,1
4801,2017,83,1
253,1814,83,1
261,1994,83,1
261BIS,1994,83,1
3,1994,83,1
361,1994,83,1
95,1999,83,1
98BIS,2006,83,1
1432,1994,83,1
261BIS,2002,83,1
2552,1981,83,1
2565,1981,83,1
1412,1970,83,1
2510,1999,83,1
2517,2000,83,1
1435,2005,83,1
2515,2005,83,1
2564,2005,83,1
2791,2017,83,1
2564,1992,83,1
2565,1992,83,1
3260,2013,83,1
1432,2006,83,1
2516,2006,83,1
2930,2006,83,1
1434,2009,83,1
2510,2009,83,1
1530,1999,83,1
167,1999,83,1
2260,1999,83,1
2710,1999,83,1
2711,1999,83,1
2799,1999,83,1
286,1999,83,1
322,1999,83,1
329,1999,83,1
98BIS,1999,83,1
1520,2000,83,1
2915,2000,83,1
1520,1992,83,2
2515,1992,83,2
2521,1992,83,2
2910,1992,83,2
2915,1992,83,2
2410,1814,83,1
2415,1814,83,2
2515,2004,83,1
1138,1814,83,1
286,2000,83,2
2515,2003,83,1
2251,2003,83,2
2920,2003,83,1
1138,1976,83,1
299,1969,83,1
286,1975,83,1
286,1996,83,1
286,1989,83,1
2510,1986,83,1
1530,2003,83,1
2230,2003,83,1
2255,2003,83,1
167,2001,84,2
2791,2011,84,1
322,2001,84,4
329,2001,84,1
2515,1991,83,1
2510,1993,83,1
2510,1998,83,1
2910,2012,83,1
2921,2012,83,1
286,1968,83,1
2681,2009,83,1
2714,1814,83,4
2251,2015,83,1
322,1987,83,1
1412,2014,83,1
1432,2014,83,1
2515,2014,83,2
2517,2014,83,1
2760,2013,83,3
2791,2014,83,1
3540,2014,83,1
2780,2017,83,1
1435,1991,83,1
268BIS,1991,83,1
2710,1991,83,1
2716,1991,83,1
322,1991,83,1
2251,1996,84,1
2171,1814,83,1
2710,1992,83,1
2711,1992,83,1
2714,1992,83,1
2716,1992,83,1
1111,2007,83,1
1611,2007,83,1
1630,1814,83,1
2565,2007,83,1
2566,2007,83,1
2662,2007,83,1
2910,2007,83,1
2940,2007,83,1
1435,1814,83,1
2715,1814,83,1
2712,1814,83,1
1185,1814,83,1
1511,1814,83,1
1532,1814,83,1
2663,1814,83,1
2515,1993,83,1
1520,2011,83,1
2521,2011,83,1
2515,2009,83,1
2710,2004,83,1
2250,2003,83,1
2717,2015,83,1
2718,2015,83,1
2790,2015,83,1
2795,2015,83,1
3550,2015,83,1
2565,2015,83,1
2561,2009,18,1
2565,2009,18,1
2565,2013,18,2
2710,2014,83,2
2713,2014,83,1
2714,2014,83,1
2715,2014,83,1
2716,2014,83,1
2140,1960,83,1
2760,2012,83,2
2710,2011,83,1
2710,2020,83,1
2713,2018,83,1
2714,2020,83,1
2714,2018,83,1
2716,2020,83,1
2716,2018,83,1
2517,2020,83,1
2712,2020,83,1
2712,2018,83,1
1450,2001,84,1
1611,2001,84,1
2550,2001,84,1
2662,2001,84,1
2670,2001,84,1
2920,2001,84,3
2921,2001,84,3
1530,2000,84,2
2560,2000,84,1
2561,2000,84,1
2565,2000,84,1
2566,2000,84,1
2661,2000,84,1
2662,2000,84,2
2910,2000,84,4
2920,2000,84,4
2940,2000,84,2
2160,2008,84,1
2560,1998,18,2
2565,1998,18,2
2565,2019,18,1
2940,1998,18,3
1180,2005,84,2
2561,2005,84,1
2565,2005,84,1
4110,2015,84,1
2253,2006,84,1
4755,2006,84,2
1185,2015,84,2
1414,2005,84,1
1510,2005,84,2
1521,2005,84,1
1530,2005,84,2
1720,2005,84,1
2525,2009,84,1
2530,2005,84,1
2560,2005,84,1
2564,2005,84,1
2640,2005,84,1
2662,2005,84,1
2940,2005,84,1
3330,2013,84,1
3340,2013,84,1
4718,2005,84,1
4719,2005,84,1
4725,2005,84,1
4801,2005,84,1
286,1989,84,1
2515,2013,84,1
2710,2013,84,2
2714,2010,84,1
2716,2013,84,2
2770,2013,84,1
2771,2013,84,1
2791,2013,84,2
3520,2013,84,2
1136,2001,84,1
1180,2006,84,3
1230,2006,84,1
1611,2006,84,2
2170,2017,84,1
2171,2006,84,2
2175,2006,84,1
2515,2017,84,2
4510,2017,84,2
4511,2017,84,2
4706,2017,84,1
2516,2013,18,1
2521,2013,18,1
2915,2013,18,1
2712,2018,84,2
2718,2018,84,1
1131,2008,84,1
1171,1814,84,1
1172,1814,84,1
1173,1814,84,1
1212,2008,84,1
1433,2008,84,1
1434,2019,84,1
1434,2008,84,1
1436,2019,84,1
2240,1996,84,1
2660,2008,84,1
2662,2019,84,1
2910,2008,84,1
2915,2008,84,1
2921,2008,84,1
3410,2019,84,1
4130,2019,84,1
4421,2019,84,1
4511,2019,84,1
1138,1998,84,1
1220,1998,84,1
2752,1998,84,1
1175,2010,84,1
1190,2010,84,1
167,2010,84,2
1715,2010,84,1
1716,2010,84,1
2560,2010,84,1
2561,2010,84,1
2564,2010,84,1
2565,2010,84,1
2797,2010,84,1
286,1991,84,1
167,1996,84,2
2515,1996,84,1
1131,2002,84,1
2661,2002,84,2
2662,2002,84,1
2910,2002,84,1
2920,2002,84,1
2925,2002,84,4
1180,1999,84,1
1715,2008,84,1
211,1999,84,1
2440,1999,84,1
2921,2004,84,2
1321,1814,84,1
3,1814,84,1
286,1990,84,1
1412,2002,84,1
1510,2002,84,2
2230,2002,84,1
2255,2002,84,2
4320,2018,84,2
4755,2018,84,2
125,1978,84,2
206,1998,84,1
253,1978,84,2
361,1978,84,1
89,1978,84,1
1530,2006,84,2
1532,2011,84,1
2780,2011,84,1
2713,1980,84,1
2718,1980,84,1
1434,2013,84,1
2160,2013,84,1
2515,2000,84,3
2520,2000,84,1
2565,2013,84,1
2662,2013,84,1
2930,2013,84,1
153BIS,1982,84,1
2220,2003,84,1
2221,2003,84,1
246,1982,84,1
89,1982,84,1
2510,2017,84,1
2720,2017,84,1
1434,1985,84,1
1435,2020,84,1
2510,1984,84,1
1510,1994,28,1
2662,1994,28,3
2925,1994,28,2
2415,1998,84,1
2251,2003,84,3
2251,2001,84,1
2210,1993,84,1
1432,2004,84,1
2730,1999,84,1
2565,1999,84,1
2510,1987,84,1
2510,2005,84,4
89BIS,1988,84,1
2515,2002,84,3
2930,2018,84,1
4130,2018,84,1
2515,2014,84,1
2640,1814,84,1
2517,1997,84,1
2510,2003,84,1
2517,2003,84,1
2524,2003,84,1
2510,2000,84,3
2510,1998,84,1
2517,1998,84,1
2515,2012,84,1
1520,1992,28,1
2515,1992,28,2
2521,1992,28,1
2910,1992,28,3
2915,1992,28,1
2251,2004,84,2
1520,2000,84,1
2521,2000,84,2
2915,2000,84,1
1432,2000,84,1
1510,2000,84,2
2160,2000,84,1
2260,2000,84,1
1310,2000,84,1
1311,2000,84,1
4220,2018,84,2
2220,2000,84,1
2565,1997,84,1
2940,1997,84,1
2524,2000,84,1
2510,1989,84,1
1414,2002,84,1
2445,2003,84,1
2450,2003,84,1
2925,2003,84,3
1158,2003,84,1
1180,2003,84,1
1433,2003,84,1
2560,2003,84,1
2564,2003,84,1
2524,1999,84,1
2510,1994,84,1
1172,2015,84,1
1173,2015,84,1
1450,2018,84,1
1450,2015,84,1
1520,2015,84,1
1525,2015,84,1
2255,2015,84,1
1111,2006,84,1
1130,2006,84,1
1136,2006,84,3
1138,2006,84,1
1155,2006,84,1
1156,2006,84,1
1171,2006,84,1
1172,2006,84,1
1173,2006,84,1
1175,2006,84,1
1200,2006,84,2
1310,2006,84,1
1311,2006,84,1
1313,2011,84,1
1418,2006,84,1
1431,2006,84,1
1436,2017,84,3
1450,2006,84,1
1610,2006,84,1
1612,2006,84,1
1630,2018,84,1
2630,2020,84,1
2793,2016,84,1
2915,1994,84,1
2915,2006,84,1
2925,1994,84,1
2930,2006,84,1
3410,2014,84,1
3460,2014,84,1
3510,2014,84,1
3510,2018,84,1
4150,2016,84,1
4210,2016,84,1
4220,2016,84,1
4440,2016,84,1
4441,2016,84,1
4610,2016,84,1
2171,2004,84,1
2710,2018,84,4
1190,2006,84,1
1220,2006,84,1
1711,2006,84,1
2221,2006,84,1
2340,2006,84,1
2220,2006,84,1
4735,2016,84,1
3660,2010,84,1
2517,2007,84,1
2521,2007,84,1
2640,2007,84,1
4801,2016,84,1
1510,2008,84,1
1530,2008,84,1
2662,2008,84,1
2663,2008,84,2
2925,2008,84,1
1611,2000,84,1
1412,2011,84,1
1412,2014,84,2
1432,2011,84,2
1436,2018,84,1
1510,2011,84,1
1530,2014,84,2
1530,2011,84,1
2662,2014,84,2
2662,2011,84,1
2663,2011,84,1
2910,2011,84,3
2925,2011,84,2
1172,2000,18,1
1220,2000,18,1
1412,2000,18,1
1418,2000,18,1
2560,2000,18,1
2565,2000,18,1
2575,2000,18,1
2910,2000,18,2
2920,2000,18,2
2718,2019,84,1
3550,2019,84,1
2340,2013,84,1
1511,2011,84,1
2220,2011,84,1
2220,2016,84,1
2921,2011,84,1
2711,2018,84,1
2713,2012,84,1
2714,2018,84,1
2718,2012,84,1
2791,2018,84,1
1434,2011,84,2
1520,2011,84,1
2515,2011,84,1
2517,2011,84,1
2521,2011,84,1
2915,2011,84,1
120,2001,28,1
2515,1994,28,1
2910,1999,28,3
1173,2014,84,1
1185,2020,84,1
1511,2020,84,1
2255,2014,84,1
4330,2017,84,1
4802,2017,84,1
1311,2009,84,1
2111,2012,84,1
3660,2012,84,1
2760,2009,84,1
2251,2016,84,1
2220,2019,84,1
4331,2011,84,1
1434,1983,28,1
253,1983,28,2
81BIS,1983,28,2
1220,1982,18,1
1432,1982,18,1
1611,1814,18,2
1630,1814,18,2
167,1814,18,3
2560,1982,18,1
2575,1982,18,1
2920,1982,18,1
2940,1982,18,1
1414,1997,18,2
1220,1999,18,1
1412,1999,18,1
1418,1999,18,1
1432,1999,18,2
1530,1999,18,2
1611,1999,18,1
1630,1999,18,1
2560,1999,18,2
2561,1999,18,2
2565,1999,18,3
2575,1999,18,2
2910,1999,18,2
2920,1999,18,2
2925,1999,18,2
2940,1999,18,2
1180,1988,18,1
2160,2007,18,1
2260,1988,18,1
1432,2000,18,1
1434,2016,18,1
1434,2000,18,1
167,2000,18,2
2716,2016,18,1
2718,2011,18,2
2718,2016,18,2
2791,2016,18,2
2795,2011,18,1
2795,2016,18,1
2930,2016,18,1
2930,2000,18,1
3550,2015,18,1
3550,2016,18,1
2565,2006,18,2
1111,1999,18,1
1180,1999,18,1
1433,1999,18,1
1450,1999,18,1
2567,1999,18,1
2931,1999,18,1
2950,1999,18,1
1111,2014,18,2
1131,2014,18,2
1173,2014,18,1
1185,2014,18,2
2552,2014,18,1
2565,2014,18,1
2575,2014,18,1
2662,2014,18,1
2910,2014,18,2
2925,2014,18,1
3260,2014,18,1
1173,1814,18,1
1432,1967,18,1
1532,1814,18,1
223,1967,18,1
2445,1814,18,1
2450,1814,18,1
2550,1967,18,1
2661,1967,18,1
2910,1967,18,1
286,1978,18,1
329,1978,18,1
1450,2012,18,1
2710,2019,18,1
2711,2016,18,1
2712,2016,18,1
2712,2012,18,2
2714,2012,18,2
2718,2012,18,2
2791,2012,18,2
3532,2014,18,1
3532,2016,18,1
3532,2018,18,1
1414,1998,18,1
1412,2007,18,1
1414,2007,18,1
1414,2013,18,1
1432,2007,18,3
1450,2007,18,1
1510,2007,18,2
1511,2013,18,1
2662,2013,18,1
2663,2007,18,1
2714,2007,18,1
2712,2017,18,1
2710,1995,18,1
329,1975,18,1
1530,2003,18,1
2450,2003,18,1
2663,1814,18,1
284,1962,18,1
2950,2003,18,1
1310,2004,18,1
1311,2004,18,1
1313,2004,18,1
2550,2004,18,1
2661,2004,18,1
2662,2004,18,1
2793,2017,18,1
2793,2002,18,1
1180,2000,18,1
1530,2005,18,1
1611,2013,18,1
251,1814,18,1
255,1814,18,1
2663,2005,18,2
2940,2005,18,1
406,2000,18,1
2710,2012,18,1
2760,2012,18,2
2760,2015,18,2
128,1962,18,1
286,1962,18,1
329,1962,18,1
341,1962,18,1
2265,1814,18,1
1136,2005,18,2
1412,2005,18,1
1432,2005,18,1
1434,2005,18,1
209,1973,18,1
254,1973,18,1
2561,2005,18,1
2562,1814,18,1
2564,2005,18,1
2575,2005,18,1
259,1973,18,1
1185,2019,18,1
2712,2019,18,1
286,1987,18,1
2510,1996,18,1
2515,1996,18,1
2510,1814,18,1
2515,2006,18,1
2517,2018,18,1
2510,1999,18,1
2510,1998,18,1
2510,2016,18,1
1173,2006,28,1
1411,2006,28,1
1510,1997,28,1
2564,2006,28,1
2565,2006,28,1
2661,2006,28,4
4110,2006,28,1
4510,2006,28,1
2260,1993,28,1
2510,1986,18,1
2515,2020,18,1
2515,1986,18,1
2517,2020,18,1
2760,2020,18,2
3540,2020,18,1
2510,2000,18,1
2515,2000,18,1
2510,2004,18,1
2515,2004,18,1
2515,2008,18,2
2930,2004,18,1
2510,2001,18,1
2517,2001,18,1
253,1991,18,1
2930,2001,18,2
1180,2001,18,1
1311,1814,18,1
1321,2000,18,1
1450,2008,18,1
1520,2008,18,1
2260,2008,18,1
2260,2017,18,2
2515,2017,18,1
2520,2008,18,1
2520,2017,18,1
2770,2017,18,1
2770,1814,18,2
2771,2017,18,1
2771,2008,18,1
2791,2008,18,1
2921,2008,18,1
2921,2017,18,1
3310,2017,18,1
3510,2017,18,1
